escenario,sede,sede_nombre,timestamp,hora,hora_sin,hora_cos,dia_semana,es_fin_semana,es_festivo,semana_parciales,semana_finales,periodo_semestre1,periodo_semestre2,periodo_vacaciones,temperatura_exterior,ocupacion_pct,co2_input,energia_total_kwh,energia_comedor_kwh,energia_salones_kwh,energia_laboratorios_kwh,energia_auditorios_kwh,energia_oficinas_kwh,potencia_total_kw,agua_litros,co2_kg
dia_normal,UPTC_DUI,Duitama,2025-03-10 03:00:00,3,0.707107,0.707107,0,0,0,0,0,1,0,0,13.4,3.8,0.729,3.826,0.4253,0.9344,0.8738,0.3871,1.2054,4.822,40.25,0.7575
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 03:00:00,3,0.707107,0.707107,0,0,0,0,0,1,0,0,13.4,5.4,0.235,1.257,0.1011,0.4456,0.2306,0.1196,0.3601,1.595,12.59,0.2489
dia_normal,UPTC_TUN,Tunja,2025-03-10 04:00:00,4,0.866025,0.5,0,0,0,0,0,1,0,0,12.1,5.1,0.3214,1.752,0.2358,0.4853,0.4579,0.1291,0.4439,2.215,385.61,0.3469
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 04:00:00,4,0.866025,0.5,0,0,0,0,0,1,0,0,14.9,4.1,0.8958,4.554,0.4943,0.9948,1.4459,0.4003,1.2187,6.043,29.43,0.9017
dia_normal,UPTC_DUI,Duitama,2025-03-10 04:00:00,4,0.866025,0.5,0,0,0,0,0,1,0,0,15.5,5.8,0.892,4.552,0.4004,1.1048,1.0831,0.5046,1.4591,5.722,35.46,0.9013
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 04:00:00,4,0.866025,0.5,0,0,0,0,0,1,0,0,13.8,0,0.2029,0.96,0.0866,0.3774,0.2128,0.0974,0.1858,1.44,8.2,0.1901
dia_normal,UPTC_TUN,Tunja,2025-03-10 05:00:00,5,0.965926,0.258819,0,0,0,0,0,1,0,0,15.5,9.8,0.4901,2.256,0.2436,0.5616,0.6187,0.1751,0.657,2.964,343.87,0.4467
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 05:00:00,5,0.965926,0.258819,0,0,0,0,0,1,0,0,15.1,7.5,0.9524,5.014,0.4898,1.1404,2.0157,0.5098,0.8583,6.25,36.75,0.9928
dia_normal,UPTC_DUI,Duitama,2025-03-10 05:00:00,5,0.965926,0.258819,0,0,0,0,0,1,0,0,17.5,4.3,0.8791,4.065,0.4367,0.8812,1.0419,0.4068,1.2984,5.07,42.8,0.8049
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 05:00:00,5,0.965926,0.258819,0,0,0,0,0,1,0,0,14.7,0,0.2058,1.015,0.0855,0.3737,0.1799,0.1134,0.2625,1.399,8.98,0.201
dia_normal,UPTC_TUN,Tunja,2025-03-10 06:00:00,6,1.0,0.0,0,0,0,0,0,1,0,0,15.8,21.3,0.5503,2.895,0.3927,0.6595,0.9248,0.2134,0.7046,4.057,532.44,0.5732
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 06:00:00,6,1.0,0.0,0,0,0,0,0,1,0,0,16.6,24.0,1.4753,6.857,0.6771,1.5765,2.7571,0.5979,1.2484,8.774,45.11,1.3577
dia_normal,UPTC_DUI,Duitama,2025-03-10 06:00:00,6,1.0,0.0,0,0,0,0,0,1,0,0,18.8,26.1,1.182,6.621,0.5941,1.821,1.7563,0.6843,1.7653,9.244,78.16,1.311
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 06:00:00,6,1.0,0.0,0,0,0,0,0,1,0,0,17.6,16.8,0.3816,1.888,0.1709,0.6723,0.334,0.1665,0.5443,2.42,17.08,0.3738
dia_normal,UPTC_TUN,Tunja,2025-03-10 07:00:00,7,0.965926,-0.258819,0,0,0,0,0,1,0,0,17.7,15.3,0.482,2.548,0.2841,0.6348,0.8574,0.225,0.5467,3.381,404.73,0.5045
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 07:00:00,7,0.965926,-0.258819,0,0,0,0,0,1,0,0,17.2,24.3,1.6125,7.564,0.7024,1.6223,2.6884,0.74,1.8109,9.248,41.22,1.4977
dia_normal,UPTC_DUI,Duitama,2025-03-10 07:00:00,7,0.965926,-0.258819,0,0,0,0,0,1,0,0,20.1,20.7,1.3614,6.413,0.6572,1.434,1.4241,0.6044,2.2933,9.227,67.83,1.2698
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 07:00:00,7,0.965926,-0.258819,0,0,0,0,0,1,0,0,19.0,15.4,0.3653,1.699,0.1197,0.7367,0.379,0.1651,0.2985,2.118,16.94,0.3364
dia_normal,UPTC_TUN,Tunja,2025-03-10 08:00:00,8,0.866025,-0.5,0,0,0,0,0,1,0,0,18.9,82.6,1.5318,7.211,0.9643,1.5457,2.3168,0.5478,1.8364,10.389,1513.71,1.4278
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 08:00:00,8,0.866025,-0.5,0,0,0,0,0,1,0,0,19.8,71.3,2.783,14.625,1.2906,3.2516,5.6694,1.3407,3.0727,19.57,112.83,2.8958
dia_normal,UPTC_DUI,Duitama,2025-03-10 08:00:00,8,0.866025,-0.5,0,0,0,0,0,1,0,0,20.8,70.6,2.2092,11.386,1.0338,2.6998,3.1576,1.2981,3.1967,15.854,111.56,2.2544
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 08:00:00,8,0.866025,-0.5,0,0,0,0,0,1,0,0,20.2,75.6,0.9997,5.116,0.3621,2.3352,0.9245,0.5826,0.9116,6.306,36.46,1.013
dia_normal,UPTC_TUN,Tunja,2025-03-10 09:00:00,9,0.707107,-0.707107,0,0,0,0,0,1,0,0,19.3,72.0,1.3503,6.285,0.7568,1.5171,1.9288,0.4658,1.6165,7.545,1261.21,1.2444
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 09:00:00,9,0.707107,-0.707107,0,0,0,0,0,1,0,0,19.9,78.5,3.2975,15.57,1.6367,2.9872,4.7465,1.6337,4.5659,20.15,100.33,3.0829
dia_normal,UPTC_DUI,Duitama,2025-03-10 09:00:00,9,0.707107,-0.707107,0,0,0,0,0,1,0,0,21.2,71.8,2.4795,12.094,1.1762,2.935,2.8381,1.0742,4.0705,17.925,119.96,2.3946
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 09:00:00,9,0.707107,-0.707107,0,0,0,0,0,1,0,0,20.6,76.8,0.9213,4.686,0.3803,1.5935,0.8773,0.4587,1.3762,6.544,42.02,0.9278
dia_normal,UPTC_TUN,Tunja,2025-03-10 10:00:00,10,0.5,-0.866025,0,0,0,0,0,1,0,0,18.9,70.4,1.1584,6.05,0.8134,1.6468,1.6351,0.4237,1.531,8.409,1151.88,1.1979
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 10:00:00,10,0.5,-0.866025,0,0,0,0,0,1,0,0,20.6,79.0,2.8024,15.476,1.4198,2.8158,4.6438,1.4291,5.1675,22.516,107.08,3.0642
dia_normal,UPTC_DUI,Duitama,2025-03-10 10:00:00,10,0.5,-0.866025,0,0,0,0,0,1,0,0,20.8,77.1,2.6076,12.495,1.3231,3.1185,2.8838,1.308,3.8616,17.809,104.84,2.474
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 10:00:00,10,0.5,-0.866025,0,0,0,0,0,1,0,0,19.2,73.8,0.9336,4.447,0.4046,1.7884,0.7694,0.4112,1.0734,5.945,45.03,0.8805
dia_normal,UPTC_TUN,Tunja,2025-03-10 11:00:00,11,0.258819,-0.965926,0,0,0,0,0,1,0,0,19.1,82.8,1.3966,6.987,0.9516,1.9519,2.1669,0.5957,1.3209,10.125,1296.07,1.3834
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 11:00:00,11,0.258819,-0.965926,0,0,0,0,0,1,0,0,20.6,78.9,2.8332,14.985,1.3902,2.7697,5.4613,1.618,3.7458,20.8,108.98,2.967
dia_normal,UPTC_DUI,Duitama,2025-03-10 11:00:00,11,0.258819,-0.965926,0,0,0,0,0,1,0,0,20.0,71.6,2.168,11.995,1.1346,3.0349,2.6734,1.1028,4.0493,16.936,133.24,2.375
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 11:00:00,11,0.258819,-0.965926,0,0,0,0,0,1,0,0,19.6,75.7,0.9845,4.721,0.3445,1.8432,1.0589,0.484,0.9904,6.879,43.43,0.9348
dia_normal,UPTC_TUN,Tunja,2025-03-10 12:00:00,12,0.0,-1.0,0,0,0,0,0,1,0,0,18.0,47.1,0.8999,4.453,0.575,1.2313,1.5176,0.3476,0.7815,6.073,950.86,0.8817
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 12:00:00,12,0.0,-1.0,0,0,0,0,0,1,0,0,18.6,50.5,2.0077,10.956,0.9408,2.0835,4.0407,1.0642,2.8268,14.683,68.0,2.1693
dia_normal,UPTC_DUI,Duitama,2025-03-10 12:00:00,12,0.0,-1.0,0,0,0,0,0,1,0,0,20.4,47.4,1.7901,9.265,0.9444,1.9876,2.4154,0.8252,3.0924,11.258,91.25,1.8345
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 12:00:00,12,0.0,-1.0,0,0,0,0,0,1,0,0,18.6,52.2,0.7506,3.761,0.29,1.6181,0.8271,0.3481,0.6777,4.535,25.72,0.7447
dia_normal,UPTC_TUN,Tunja,2025-03-10 13:00:00,13,-0.258819,-0.965926,0,0,0,0,0,1,0,0,18.2,52.6,0.928,5.037,0.6554,1.3166,1.6264,0.4573,0.9813,6.075,819.22,0.9973
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 13:00:00,13,-0.258819,-0.965926,0,0,0,0,0,1,0,0,17.5,57.7,2.2297,12.202,1.117,2.5864,4.6127,1.0986,2.7873,17.38,89.7,2.416
dia_normal,UPTC_DUI,Duitama,2025-03-10 13:00:00,13,-0.258819,-0.965926,0,0,0,0,0,1,0,0,19.9,62.4,1.9192,10.591,0.9084,2.4984,2.7886,1.2047,3.1909,14.981,107.25,2.097
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 13:00:00,13,-0.258819,-0.965926,0,0,0,0,0,1,0,0,18.6,57.0,0.692,3.605,0.312,1.5935,0.7427,0.3195,0.6373,5.172,39.15,0.7138
dia_normal,UPTC_TUN,Tunja,2025-03-10 14:00:00,14,-0.5,-0.866025,0,0,0,0,0,1,0,0,15.9,77.9,1.3864,6.57,0.7508,1.8148,2.1616,0.4634,1.3794,9.137,1462.39,1.3009
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 14:00:00,14,-0.5,-0.866025,0,0,0,0,0,1,0,0,17.4,79.0,3.2363,15.623,1.7805,2.9091,5.9736,1.5802,3.3796,20.789,107.45,3.0934
dia_normal,UPTC_DUI,Duitama,2025-03-10 14:00:00,14,-0.5,-0.866025,0,0,0,0,0,1,0,0,17.5,85.6,2.6813,14.951,1.3097,4.1657,3.4505,1.4793,4.5458,19.641,147.82,2.9603
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 14:00:00,14,-0.5,-0.866025,0,0,0,0,0,1,0,0,17.7,74.9,0.9764,4.526,0.3944,1.7237,1.0085,0.4799,0.9195,5.445,36.38,0.8961
dia_normal,UPTC_TUN,Tunja,2025-03-10 15:00:00,15,-0.707107,-0.707107,0,0,0,0,0,1,0,0,13.7,83.5,1.293,6.915,0.8941,1.8276,2.1653,0.5517,1.4763,8.491,1454.56,1.3692
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 15:00:00,15,-0.707107,-0.707107,0,0,0,0,0,1,0,0,15.9,76.9,2.8262,14.959,1.4839,3.0196,5.1186,1.6063,3.7306,21.105,98.8,2.9619
dia_normal,UPTC_DUI,Duitama,2025-03-10 15:00:00,15,-0.707107,-0.707107,0,0,0,0,0,1,0,0,16.1,73.9,2.5057,12.111,1.0729,3.0603,3.2659,1.0967,3.6152,16.292,112.23,2.398
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 15:00:00,15,-0.707107,-0.707107,0,0,0,0,0,1,0,0,16.5,80.4,0.9162,4.846,0.3412,1.7605,0.89,0.438,1.4163,6.592,33.97,0.9595
dia_normal,UPTC_TUN,Tunja,2025-03-10 16:00:00,16,-0.866025,-0.5,0,0,0,0,0,1,0,0,13.9,80.9,1.3641,6.972,0.7428,1.9357,2.0859,0.6201,1.5875,9.348,1308.45,1.3805
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 16:00:00,16,-0.866025,-0.5,0,0,0,0,0,1,0,0,13.4,72.8,2.7973,15.194,1.5092,3.3325,5.1595,1.3253,3.8675,18.477,106.98,3.0084
dia_normal,UPTC_DUI,Duitama,2025-03-10 16:00:00,16,-0.866025,-0.5,0,0,0,0,0,1,0,0,15.1,76.9,2.7738,14.149,1.2529,3.8179,3.6501,1.5383,3.8898,19.197,116.12,2.8015
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 16:00:00,16,-0.866025,-0.5,0,0,0,0,0,1,0,0,13.9,85.8,1.0643,5.705,0.4298,2.3649,1.1785,0.6116,1.1202,7.202,52.25,1.1296
dia_normal,UPTC_TUN,Tunja,2025-03-10 17:00:00,17,-0.965926,-0.258819,0,0,0,0,0,1,0,0,11.8,74.5,1.2395,6.011,0.6294,1.2785,1.7765,0.4944,1.8322,7.631,1094.31,1.1902
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 17:00:00,17,-0.965926,-0.258819,0,0,0,0,0,1,0,0,12.9,79.3,3.1073,15.555,1.7533,3.3796,5.6485,1.6307,3.1429,20.65,127.29,3.0799
dia_normal,UPTC_DUI,Duitama,2025-03-10 17:00:00,17,-0.965926,-0.258819,0,0,0,0,0,1,0,0,13.7,86.5,2.7579,15.06,1.3124,3.3877,3.5477,1.6185,5.1937,19.376,146.67,2.9819
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 17:00:00,17,-0.965926,-0.258819,0,0,0,0,0,1,0,0,12.8,83.2,1.0394,5.525,0.4421,2.2059,0.9659,0.4762,1.4349,7.164,42.1,1.094
dia_normal,UPTC_TUN,Tunja,2025-03-10 18:00:00,18,-1.0,-0.0,0,0,0,0,0,1,0,0,9.2,52.4,1.0762,5.17,0.6344,1.4673,1.7835,0.435,0.8498,6.266,843.17,1.0237
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 18:00:00,18,-1.0,-0.0,0,0,0,0,0,1,0,0,10.9,47.4,2.1712,11.344,1.026,2.3269,4.1309,1.1316,2.7286,14.797,62.98,2.2461
dia_normal,UPTC_DUI,Duitama,2025-03-10 18:00:00,18,-1.0,-0.0,0,0,0,0,0,1,0,0,12.3,50.7,1.8246,9.57,1.0126,2.2405,2.712,1.047,2.5579,12.79,98.84,1.8949
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 18:00:00,18,-1.0,-0.0,0,0,0,0,0,1,0,0,10.6,52.5,0.6872,3.569,0.2868,1.6367,0.7476,0.3615,0.5364,4.484,29.92,0.7067
dia_normal,UPTC_TUN,Tunja,2025-03-10 19:00:00,19,-0.965926,0.258819,0,0,0,0,0,1,0,0,9.3,47.0,1.0282,4.744,0.5187,1.2035,1.6058,0.3725,1.0435,5.866,932.52,0.9393
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 19:00:00,19,-0.965926,0.258819,0,0,0,0,0,1,0,0,10.0,40.8,1.6787,9.181,0.9321,1.865,2.8212,1.0537,2.509,12.288,79.74,1.8178
dia_normal,UPTC_DUI,Duitama,2025-03-10 19:00:00,19,-0.965926,0.258819,0,0,0,0,0,1,0,0,11.4,45.0,1.8258,9.441,0.9466,2.1998,2.5973,1.0801,2.6172,12.891,80.42,1.8693
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 19:00:00,19,-0.965926,0.258819,0,0,0,0,0,1,0,0,10.6,45.1,0.7275,3.453,0.3064,1.2885,0.7507,0.3365,0.7709,4.67,32.91,0.6837
dia_normal,UPTC_TUN,Tunja,2025-03-10 20:00:00,20,-0.866025,0.5,0,0,0,0,0,1,0,0,7.4,41.8,0.854,4.276,0.5899,1.0657,1.1476,0.346,1.1268,5.839,751.94,0.8466
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 20:00:00,20,-0.866025,0.5,0,0,0,0,0,1,0,0,8.7,42.1,1.9378,9.401,0.9958,1.9207,3.0273,1.0178,2.4394,13.381,57.05,1.8614
dia_normal,UPTC_DUI,Duitama,2025-03-10 20:00:00,20,-0.866025,0.5,0,0,0,0,0,1,0,0,10.4,43.2,1.942,9.133,1.0012,2.6126,2.2801,0.7864,2.4527,12.577,87.38,1.8083
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 20:00:00,20,-0.866025,0.5,0,0,0,0,0,1,0,0,9.6,44.0,0.6959,3.213,0.2537,1.371,0.6252,0.3362,0.6269,4.308,23.78,0.6362
dia_normal,UPTC_TUN,Tunja,2025-03-10 21:00:00,21,-0.707107,0.707107,0,0,0,0,0,1,0,0,6.9,15.1,0.5292,2.541,0.3371,0.7024,0.8445,0.196,0.461,3.597,445.91,0.5031
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 21:00:00,21,-0.707107,0.707107,0,0,0,0,0,1,0,0,8.9,4.6,0.8789,4.323,0.4493,0.9738,1.7388,0.4643,0.6968,5.315,29.97,0.856
dia_normal,UPTC_DUI,Duitama,2025-03-10 21:00:00,21,-0.707107,0.707107,0,0,0,0,0,1,0,0,9.9,11.1,1.0039,5.039,0.5649,1.0882,1.3717,0.4727,1.5415,6.267,43.89,0.9977
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 21:00:00,21,-0.707107,0.707107,0,0,0,0,0,1,0,0,8.3,16.7,0.3414,1.738,0.1215,0.7725,0.3601,0.1603,0.3236,2.16,19.43,0.3441
dia_normal,UPTC_TUN,Tunja,2025-03-10 22:00:00,22,-0.5,0.866025,0,0,0,0,0,1,0,0,6.5,8.1,0.3762,1.867,0.2445,0.5229,0.5899,0.134,0.3757,2.434,387.94,0.3697
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 22:00:00,22,-0.5,0.866025,0,0,0,0,0,1,0,0,8.3,10.8,1.0635,5.292,0.584,0.9629,1.7881,0.5265,1.4305,7.258,33.32,1.0478
dia_normal,UPTC_DUI,Duitama,2025-03-10 22:00:00,22,-0.5,0.866025,0,0,0,0,0,1,0,0,10.0,8.7,0.9985,4.938,0.5172,1.151,1.2589,0.5213,1.4896,5.998,47.36,0.9777
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 22:00:00,22,-0.5,0.866025,0,0,0,0,0,1,0,0,8.0,18.5,0.3844,1.859,0.1621,0.7675,0.3553,0.1935,0.3806,2.609,18.24,0.3681
dia_normal,UPTC_TUN,Tunja,2025-03-10 23:00:00,23,-0.258819,0.965926,0,0,0,0,0,1,0,0,7.5,17.4,0.488,2.685,0.3612,0.7007,0.7593,0.211,0.6528,3.812,524.99,0.5316
dia_normal,UPTC_SOG,Sogamoso,2025-03-10 23:00:00,23,-0.258819,0.965926,0,0,0,0,0,1,0,0,7.8,16.0,1.1145,5.916,0.5263,1.1972,2.3635,0.5971,1.2319,8.573,49.69,1.1714
dia_normal,UPTC_DUI,Duitama,2025-03-10 23:00:00,23,-0.258819,0.965926,0,0,0,0,0,1,0,0,9.9,11.7,1.105,5.206,0.5591,1.2385,1.1512,0.5929,1.6643,7.757,40.23,1.0308
dia_normal,UPTC_CHI,Chiquinquira,2025-03-10 23:00:00,23,-0.258819,0.965926,0,0,0,0,0,1,0,0,8.7,19.7,0.4369,2.133,0.1862,0.8188,0.4638,0.1822,0.482,2.851,18.14,0.4223
fin_semana,UPTC_TUN,Tunja,2025-03-15 00:00:00,0,0.0,1.0,5,1,0,0,0,1,0,0,8.1,1.7,0.3298,1.764,0.1868,0.4058,0.4538,0.1574,0.5602,2.601,328.27,0.3493
fin_semana,UPTC_SOG,Sogamoso,2025-03-15 00:00:00,0,0.0,1.0,5,1,0,0,0,1,0,0,7.9,5.5,0.7859,3.684,0.3583,0.6572,1.462,0.3468,0.8597,4.528,31.63,0.7294
fin_semana,UPTC_DUI,Duitama,2025-03-15 00:00:00,0,0.0,1.0,5,1,0,0,0,1,0,0,9.1,0,0.7587,3.84,0.4354,0.9367,1.0298,0.3442,1.0939,4.722,30.91,0.7603
fin_semana,UPTC_CHI,Chiquinquira,2025-03-15 00:00:00,0,0.0,1.0,5,1,0,0,0,1,0,0,8.6,7.6,0.2056,0.948,0.0746,0.4305,0.2098,0.0834,0.1497,1.292,14.01,0.1877
fin_semana,UPTC_TUN,Tunja,2025-03-15 01:00:00,1,0.258819,0.965926,5,1,0,0,0,1,0,0,8.5,0,0.2666,1.273,0.1687,0.3139,0.4005,0.1062,0.2837,1.536,311.66,0.2521
fin_semana,UPTC_SOG,Sogamoso,2025-03-15 01:00:00,1,0.258819,0.965926,5,1,0,0,0,1,0,0,9.2,0,0.7079,3.31,0.3573,0.6038,1.0598,0.3677,0.9214,4.119,24.22,0.6554
fin_semana,UPTC_DUI,Duitama,2025-03-15 01:00:00,1,0.258819,0.965926,5,1,0,0,0,1,0,0,9.8,6.1,0.5595,2.982,0.2759,0.6727,0.7815,0.2558,0.9961,4.285,32.08,0.5904
fin_semana,UPTC_CHI,Chiquinquira,2025-03-15 01:00:00,1,0.258819,0.965926,5,1,0,0,0,1,0,0,9.4,0,0.2174,1.097,0.0884,0.4711,0.2178,0.1188,0.2009,1.352,10.05,0.2172
fin_semana,UPTC_TUN,Tunja,2025-03-15 02:00:00,2,0.5,0.866025,5,1,0,0,0,1,0,0,10.9,0,0.3533,1.72,0.2077,0.4246,0.5878,0.1195,0.3804,2.271,297.48,0.3406
fin_semana,UPTC_SOG,Sogamoso,2025-03-15 02:00:00,2,0.5,0.866025,5,1,0,0,0,1,0,0,11.0,6.9,0.7243,3.329,0.3437,0.579,1.0865,0.3462,0.9736,4.32,33.82,0.6591
fin_semana,UPTC_DUI,Duitama,2025-03-15 02:00:00,2,0.5,0.866025,5,1,0,0,0,1,0,0,12.1,0,0.5763,2.939,0.3117,0.8125,0.768,0.3176,0.7292,3.716,34.83,0.5819
fin_semana,UPTC_CHI,Chiquinquira,2025-03-15 02:00:00,2,0.5,0.866025,5,1,0,0,0,1,0,0,10.5,0,0.1747,0.966,0.0679,0.3779,0.2028,0.093,0.2244,1.427,8.61,0.1913
fin_semana,UPTC_TUN,Tunja,2025-03-15 03:00:00,3,0.707107,0.707107,5,1,0,0,0,1,0,0,12.1,0,0.3158,1.643,0.2156,0.4177,0.5057,0.1339,0.3701,2.032,279.56,0.3253
fin_semana,UPTC_SOG,Sogamoso,2025-03-15 03:00:00,3,0.707107,0.707107,5,1,0,0,0,1,0,0,12.8,4.4,0.8146,4.354,0.4966,0.897,1.4561,0.4456,1.0587,6.083,27.06,0.8621
fin_semana,UPTC_DUI,Duitama,2025-03-15 03:00:00,3,0.707107,0.707107,5,1,0,0,0,1,0,0,12.7,5.9,0.7878,3.868,0.3954,1.0561,1.0671,0.4419,0.9075,5.354,44.59,0.7659
fin_semana,UPTC_CHI,Chiquinquira,2025-03-15 03:00:00,3,0.707107,0.707107,5,1,0,0,0,1,0,0,11.5,7.2,0.182,0.907,0.0656,0.3849,0.171,0.0863,0.1992,1.325,10.34,0.1796
fin_semana,UPTC_TUN,Tunja,2025-03-15 04:00:00,4,0.866025,0.5,5,1,0,0,0,1,0,0,12.8,0,0.2546,1.218,0.157,0.2785,0.3566,0.0928,0.3331,1.725,284.41,0.2412
fin_semana,UPTC_SOG,Sogamoso,2025-03-15 04:00:00,4,0.866025,0.5,5,1,0,0,0,1,0,0,14.1,0,0.6525,3.452,0.3574,0.7264,1.1256,0.362,0.8806,4.6,25.85,0.6835
fin_semana,UPTC_DUI,Duitama,2025-03-15 04:00:00,4,0.866025,0.5,5,1,0,0,0,1,0,0,15.5,0,0.5707,3.197,0.3368,0.796,0.8393,0.2761,0.9488,4.411,30.66,0.633
fin_semana,UPTC_CHI,Chiquinquira,2025-03-15 04:00:00,4,0.866025,0.5,5,1,0,0,0,1,0,0,13.6,0,0.1786,0.902,0.0684,0.3075,0.1938,0.0814,0.2509,1.273,9.52,0.1786
